geometry,price,id,name,source,source_updated_at,updated_at,address,has_free,free_time,grace_period,basement,decks,building_type,gantry_height,night_parking,short_term_parking,payment_method,raw
"{""type""=>""Point"", ""coordinates""=>[103.84556885361594, 1.4227424839020097]}","",Y51M,BLK 441 YISHUN AVE 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 441 YISHUN AVE 11,true,SUN & PH FR 7AM-10.30PM,"",N,6,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""44945.2291"", ""x_coord""=>""29363.3139"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 441 YISHUN AVE 11"", ""car_park_decks""=>""6"", ""_id""=>1580, ""car_park_no""=>""Y51M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84706514402708, 1.4215023854811013]}","",Y51,"BLK 423/427, 433/440 YISHUN AVE 6/AVE 11",HDB,2019-04-09,2019-04-09T00:00:00+00:00,"BLK 423/427, 433/440 YISHUN AVE 6/AVE 11",true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44808.1062"", ""x_coord""=>""29529.8300"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 423/427, 433/440 YISHUN AVE 6/AVE 11"", ""car_park_decks""=>""0"", ""_id""=>1579, ""car_park_no""=>""Y51"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83210724989652, 1.4311138650637654]}","",Y5,BLK 144/149 YISHUN STREET 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 144/149 YISHUN STREET 11,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45870.8907"", ""x_coord""=>""27865.2344"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 144/149 YISHUN STREET 11"", ""car_park_decks""=>""0"", ""_id""=>1578, ""car_park_no""=>""Y5"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84750829052109, 1.4243927821017213]}","",Y49M,BLK 419A YISHUN AVENUE 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 419A YISHUN AVENUE 11,false,NO,"",N,8,MULTI-STOREY CAR PARK,1.90,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""45127.7120"", ""x_coord""=>""29579.1438"", ""free_parking""=>""NO"", ""gantry_height""=>""1.90"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 419A YISHUN AVENUE 11"", ""car_park_decks""=>""8"", ""_id""=>1577, ""car_park_no""=>""Y49M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8472645226792, 1.4239680301282396]}","",Y49L,BLK 418/419 YISHUN AVE 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 418/419 YISHUN AVE 11,false,NO,"",N,0,SURFACE CAR PARK,1.90,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45080.7449"", ""x_coord""=>""29552.0163"", ""free_parking""=>""NO"", ""gantry_height""=>""1.90"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 418/419 YISHUN AVE 11"", ""car_park_decks""=>""0"", ""_id""=>1576, ""car_park_no""=>""Y49L"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84781496580754, 1.4260605898710865]}","",Y49,BLK 401/414 YISHUN RING ROAD/AVENUE 6,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 401/414 YISHUN RING ROAD/AVENUE 6,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45312.1300"", ""x_coord""=>""29613.2711"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 401/414 YISHUN RING ROAD/AVENUE 6"", ""car_park_decks""=>""0"", ""_id""=>1575, ""car_park_no""=>""Y49"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8475291621854, 1.4283664589353013]}","",Y48M,BLK 385 YISHUN RING/AVENUE 6,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 385 YISHUN RING/AVENUE 6,true,SUN & PH FR 7AM-10.30PM,"",N,8,MULTI-STOREY CAR PARK,1.90,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""45567.1012"", ""x_coord""=>""29581.4638"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""1.90"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 385 YISHUN RING/AVENUE 6"", ""car_park_decks""=>""8"", ""_id""=>1574, ""car_park_no""=>""Y48M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84781744517427, 1.4293871962690559]}","",Y48,BLK 386-399 YISHUN RING ROAD/AVENUE 6,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 386-399 YISHUN RING ROAD/AVENUE 6,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45679.9694"", ""x_coord""=>""29613.5447"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 386-399 YISHUN RING ROAD/AVENUE 6"", ""car_park_decks""=>""0"", ""_id""=>1573, ""car_park_no""=>""Y48"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84555100791685, 1.4291064624451815]}","",Y47,BLK 360-367 YISHUN RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 360-367 YISHUN RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,COUPON PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45648.9258"", ""x_coord""=>""29361.3242"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 360-367 YISHUN RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1572, ""car_park_no""=>""Y47"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84576345858748, 1.4260845856675854]}","",Y46,BLK 349-359 YISHUN RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 349-359 YISHUN RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,3.80,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45314.7820"", ""x_coord""=>""29384.9686"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""3.80"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 349-359 YISHUN RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1571, ""car_park_no""=>""Y46"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84262950340216, 1.4275019584402937]}","",Y45M,BLK 347 YISHUN AVE 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 347 YISHUN AVE 11,true,SUN & PH FR 7AM-10.30PM,"",N,2,MULTI-STOREY CAR PARK,2.15,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""45471.5063"", ""x_coord""=>""29036.2050"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""2.15"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 347 YISHUN AVE 11"", ""car_park_decks""=>""2"", ""_id""=>1570, ""car_park_no""=>""Y45M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84315880142546, 1.42712778021326]}","",Y45,BLK 343-346 YISHUN AVENUE 11,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 343-346 YISHUN AVENUE 11,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,3.80,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45430.1318"", ""x_coord""=>""29095.1082"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""3.80"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 343-346 YISHUN AVENUE 11"", ""car_park_decks""=>""0"", ""_id""=>1569, ""car_park_no""=>""Y45"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8410985979748, 1.428898807443978]}","",Y43,BLK 320-332 YISHUN CENTRAL/RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 320-332 YISHUN CENTRAL/RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45625.9622"", ""x_coord""=>""28865.8374"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 320-332 YISHUN CENTRAL/RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1568, ""car_park_no""=>""Y43"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84088449810567, 1.4307496420668016]}","",Y41M,BLK 307 YISHUN RING ROAD/CENTRAL,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 307 YISHUN RING ROAD/CENTRAL,true,SUN & PH FR 7AM-10.30PM,"",N,9,MULTI-STOREY CAR PARK,1.90,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""45830.6181"", ""x_coord""=>""28842.0106"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""1.90"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 307 YISHUN RING ROAD/CENTRAL"", ""car_park_decks""=>""9"", ""_id""=>1567, ""car_park_no""=>""Y41M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83993122517462, 1.4301347400337745]}","",Y41,BLK 302-314 YISHUN CENTRAL/RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 302-314 YISHUN CENTRAL/RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""45762.6250"", ""x_coord""=>""28735.9258"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 302-314 YISHUN CENTRAL/RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1566, ""car_park_no""=>""Y41"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83671784936628, 1.4148470300665208]}","",Y40,BLK 865/880 YISHUN STREET 81,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 865/880 YISHUN STREET 81,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44072.1863"", ""x_coord""=>""28378.3276"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 865/880 YISHUN STREET 81"", ""car_park_decks""=>""0"", ""_id""=>1565, ""car_park_no""=>""Y40"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83020874874146, 1.4324465663138224]}","",Y4T,BLK 137 YISHUN RING RD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 137 YISHUN RING RD,false,NO,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,COUPON PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""46018.2543"", ""x_coord""=>""27653.9599"", ""free_parking""=>""NO"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 137 YISHUN RING RD"", ""car_park_decks""=>""0"", ""_id""=>1564, ""car_park_no""=>""Y4T"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83154051659959, 1.4347534360960879]}","",Y4,BLK 121/143 YISHUN STREET 11/RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 121/143 YISHUN STREET 11/RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,9.99,NO,7AM-10.30PM,ELECTRONIC PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""46273.3362"", ""x_coord""=>""27802.1658"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""9.99"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 121/143 YISHUN STREET 11/RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1563, ""car_park_no""=>""Y4"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84052640682079, 1.4200493150515692]}","",Y39,"BLK 662/666,666A TO 666B YISHUN AVENUE 4",HDB,2019-04-09,2019-04-09T00:00:00+00:00,"BLK 662/666,666A TO 666B YISHUN AVENUE 4",true,SUN & PH FR 7AM-10.30PM,"",N,0,MECHANISED AND SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MECHANISED AND SURFACE CAR PARK"", ""y_coord""=>""44647.4297"", ""x_coord""=>""28802.1641"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 662/666,666A TO 666B YISHUN AVENUE 4"", ""car_park_decks""=>""0"", ""_id""=>1562, ""car_park_no""=>""Y39"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.84011076360777, 1.422588953686124]}","",Y38,BLK 650/661 YISHUN AVENUE 4,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 650/661 YISHUN AVENUE 4,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,COUPON PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44928.2500"", ""x_coord""=>""28755.9082"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 650/661 YISHUN AVENUE 4"", ""car_park_decks""=>""0"", ""_id""=>1561, ""car_park_no""=>""Y38"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8371779201362, 1.422111022256033]}","",Y37,BLK 644/647 YISHUN STREET 61,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 644/647 YISHUN STREET 61,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44875.4020"", ""x_coord""=>""28429.5256"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 644/647 YISHUN STREET 61"", ""car_park_decks""=>""0"", ""_id""=>1560, ""car_park_no""=>""Y37"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83798935086645, 1.4213031723910685]}","",Y36,BLK 642/643 YISHUN STREET 61,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 642/643 YISHUN STREET 61,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44786.0742"", ""x_coord""=>""28519.8262"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 642/643 YISHUN STREET 61"", ""car_park_decks""=>""0"", ""_id""=>1559, ""car_park_no""=>""Y36"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8384736027953, 1.4196937925051833]}","",Y35,BLK 632/641 YISHUN STREET 61,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 632/641 YISHUN STREET 61,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,NO,7AM-10.30PM,COUPON PARKING,"{""short_term_parking""=>""7AM-10.30PM"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44608.1172"", ""x_coord""=>""28573.7168"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""NO"", ""address""=>""BLK 632/641 YISHUN STREET 61"", ""car_park_decks""=>""0"", ""_id""=>1558, ""car_park_no""=>""Y35"", ""type_of_parking_system""=>""COUPON PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83606527251655, 1.4192686027069505]}","",Y34A,BLK 614-618 YISHUN STREET 61,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 614-618 YISHUN STREET 61,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44561.1014"", ""x_coord""=>""28305.7045"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 614-618 YISHUN STREET 61"", ""car_park_decks""=>""0"", ""_id""=>1557, ""car_park_no""=>""Y34A"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83617533090712, 1.4208175337537667]}","",Y34,BLK 606-631 YISHUN STREET 61/RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 606-631 YISHUN STREET 61/RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44732.3744"", ""x_coord""=>""28317.9522"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 606-631 YISHUN STREET 61/RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1556, ""car_park_no""=>""Y34"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8361094731562, 1.4222290396672344]}","",Y33,BLK 602-605 YISHUN STREET 61,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 602-605 YISHUN STREET 61,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,4.50,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44888.4516"", ""x_coord""=>""28310.6230"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""4.50"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 602-605 YISHUN STREET 61"", ""car_park_decks""=>""0"", ""_id""=>1555, ""car_park_no""=>""Y33"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83859899683272, 1.4174848128369664]}","",Y32,BLK 858/864 YISHUN AVE 4,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 858/864 YISHUN AVE 4,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44363.8594"", ""x_coord""=>""28587.6719"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 858/864 YISHUN AVE 4"", ""car_park_decks""=>""0"", ""_id""=>1554, ""car_park_no""=>""Y32"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83674051708878, 1.4166637018296442]}","",Y31,BLK 850/855 YISHUN STREET 81/RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 850/855 YISHUN STREET 81/RING ROAD,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,0.00,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44273.0647"", ""x_coord""=>""28380.8499"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""0.00"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 850/855 YISHUN STREET 81/RING ROAD"", ""car_park_decks""=>""0"", ""_id""=>1553, ""car_park_no""=>""Y31"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.83575109329625, 1.4165569356848375]}","",Y30M,BLK 848A YISHUN STREET 81,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 848A YISHUN STREET 81,true,SUN & PH FR 7AM-10.30PM,"",N,9,MULTI-STOREY CAR PARK,1.80,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""MULTI-STOREY CAR PARK"", ""y_coord""=>""44261.2589"", ""x_coord""=>""28270.7412"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""1.80"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 848A YISHUN STREET 81"", ""car_park_decks""=>""9"", ""_id""=>1552, ""car_park_no""=>""Y30M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.8352306166305, 1.4164575067849354]}","",Y30,BLK 848 YISHUN STREET 81,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 848 YISHUN STREET 81,true,SUN & PH FR 7AM-10.30PM,"",N,0,SURFACE CAR PARK,9.99,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""SURFACE CAR PARK"", ""y_coord""=>""44250.2645"", ""x_coord""=>""28212.8196"", ""free_parking""=>""SUN & PH FR 7AM-10.30PM"", ""gantry_height""=>""9.99"", ""car_park_basement""=>""N"", ""night_parking""=>""YES"", ""address""=>""BLK 848 YISHUN STREET 81"", ""car_park_decks""=>""0"", ""_id""=>1551, ""car_park_no""=>""Y30"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
"{""type""=>""Point"", ""coordinates""=>[103.82746948301612, 1.4335440154148114]}","",Y3M,BLK 115A/115B/115C YISHUN RING ROAD,HDB,2019-04-09,2019-04-09T00:00:00+00:00,BLK 115A/115B/115C YISHUN RING ROAD,true,SUN & PH FR 1PM-10.30PM,"",Y,1,BASEMENT CAR PARK,2.10,YES,WHOLE DAY,ELECTRONIC PARKING,"{""short_term_parking""=>""WHOLE DAY"", ""car_park_type""=>""BASEMENT CAR PARK"", ""y_coord""=>""46139.6053"", ""x_coord""=>""27349.1212"", ""free_parking""=>""SUN & PH FR 1PM-10.30PM"", ""gantry_height""=>""2.10"", ""car_park_basement""=>""Y"", ""night_parking""=>""YES"", ""address""=>""BLK 115A/115B/115C YISHUN RING ROAD"", ""car_park_decks""=>""1"", ""_id""=>1550, ""car_park_no""=>""Y3M"", ""type_of_parking_system""=>""ELECTRONIC PARKING""}"
